"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Mammalia&show=full&order=hierarchy"
"Access Time","Fri 2026-08-28 21:59:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","show","full"
"","order","hierarchy"
"Elapsed Time","0.945"
"Records Found","34129"
"Records Returned","34129"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","common_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","ref_author","ref_pubyr","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon","taxon_environment","environment_basis","motility","motility_basis","life_habit","life_habit_basis","vision","diet","diet_basis","reproduction","reproduction_basis","ontogeny","ontogeny_basis","ecospace_comments","composition","architecture","thickness","reinforcement","taphonomy_basis"
"252432","252432","txn","","","Prolatidens","Sudre and Russell 1982","","","252432","genus","Prolatidens","80645","Procreodi","Sudre and Russell","1982","46225","extinct","1","66","61.66","66","61.66","Danian","","2","0","Chordata","Mammalia","Procreodi","","Prolatidens","Prolatidens waudruae","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"252433","252433","txn","","","Prolatidens waudruae","Sudre and Russell 1982","","","252433","species","Prolatidens waudruae","252432","Prolatidens","Sudre and Russell","1982","46225","extinct","1","66","61.66","66","61.66","Danian","","1","0","Chordata","Mammalia","Procreodi","","Prolatidens","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42198","42198","txn","","","Arctocyonidae","Murray 1866","condylarth","","42198","family","Arctocyonidae","80645","Procreodi","Carroll","1988","4783","extinct","920","72.2","66","48.07","37.71","Maastrichtian","Bartonian","131","0","Chordata","Mammalia","Procreodi","Arctocyonidae","","Arctocyon","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","ominvorous (Wilson 1975, p. 368); ground dwelling life habit is based on Arctocyon, but Chriacus was scansorial (Archibald 1998)","hydroxyapatite","","","","Vertebrata"
"42204","42204","txn","","","Colpoclaenus","Patterson and McGrew 1962","","","42204","genus","Colpoclaenus","42198","Arctocyonidae","Patterson and McGrew","1962","2731","extinct","17","63.4","60.9","60.9","57.5","Danian","Thanetian","3","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Colpoclaenus","Colpoclaenus keeferi","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"49022","45208","txn","","","Colpoclaenus procyonoides","(Matthew 1937)","","","49022","species","Colpoclaenus procyonoides","42204","Colpoclaenus","Matthew","1937","7016","extinct","7","63.4","60.9","60.9","57.5","Danian","Thanetian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Colpoclaenus","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"45207","45207","txn","","","Colpoclaenus keeferi","Patterson and McGrew 1962","","","45207","species","Colpoclaenus keeferi","42204","Colpoclaenus","Patterson and McGrew","1962","2731","extinct","8","60.9","57.5","60.9","57.5","Selandian","Thanetian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Colpoclaenus","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42200","42200","txn","","","Arctocyon","Blainville 1841","","","42200","genus","Arctocyon","42198","Arctocyonidae","Alroy","2002","6294","extinct","95","66","63.4","57.5","56","Danian","Thanetian","6","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Arctocyon","Arctocyon primaevus","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"54258","54258","txn","","","Arctocyon primaevus","","","","54258","species","Arctocyon primaevus","42200","Arctocyon","Cope","1880","9103","extinct","2","59.24","56","59.24","56","Thanetian","","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Arctocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"48671","89398","txn","","","Arctocyon corrugatus","(Cope 1883)","","","48671","species","Arctocyon corrugatus","42200","Arctocyon","Cope","1883","14751","extinct","14","63.4","60.9","60.9","57.5","Danian","Thanetian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Arctocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"49021","49021","txn","","","Neoclaenodon montanensis","(Gidley 1919)","","subjective synonym of","48671","species","Arctocyon corrugatus","42200","Arctocyon","Gidley","1919","3875","extinct","14","63.4","60.9","60.9","57.5","Danian","Thanetian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Arctocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"45171","45171","txn","","","Claenodon vecordensis","Simpson 1935","","subjective synonym of","48671","species","Arctocyon corrugatus","42200","Arctocyon","Simpson","1935","3140","extinct","14","63.4","60.9","60.9","57.5","Danian","Thanetian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Arctocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"48675","44261","txn","","","Arctocyon ferox","(Cope 1883)","","","48675","species","Arctocyon ferox","42200","Arctocyon","Cope","1883","14751","extinct","31","66","63.4","60.9","57.5","Danian","Thanetian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Arctocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"45162","436413","txn","","","Arctocyon acrogenius","(Gazin 1956)","","","45162","species","Arctocyon acrogenius","42200","Arctocyon","Gazin","1956","1609","extinct","15","63.4","60.9","59.24","56","Danian","Thanetian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Arctocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"44268","44268","txn","","","Arctocyonides mumak","(Van Valen 1978)","","subjective synonym of","45162","species","Arctocyon acrogenius","42200","Arctocyon","Van Valen","1978","3485","extinct","15","63.4","60.9","59.24","56","Danian","Thanetian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Arctocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"44013","358993","txn","","","Arctocyon nexus","(Gazin 1956)","","","44013","species","Arctocyon nexus","42200","Arctocyon","Gazin","1956","4269","extinct","22","60.9","57.5","57.5","56","Selandian","Thanetian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Arctocyon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42277","42277","txn","","","Maiorana","Van Valen 1978","","","42277","genus","Maiorana","42198","Arctocyonidae","Van Valen","1978","3485","extinct","4","66","63.4","66","63.4","Danian","","3","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Maiorana","Maiorana noctiluca","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"47858","47858","txn","","","Maiorana ferrisensis","Eberle and Lillegraven 1998","","","47858","species","Maiorana ferrisensis","42277","Maiorana","Eberle and Lillegraven","1998","1420","extinct","1","66","63.4","66","63.4","Danian","","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Maiorana","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"47859","47859","txn","","","Maiorana noctiluca","Van Valen 1978","","","47859","species","Maiorana noctiluca","42277","Maiorana","Van Valen","1978","3485","extinct","2","66","63.4","66","63.4","Danian","","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Maiorana","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42899","42899","txn","","","Baioconodon","Gazin 1941","","","42899","genus","Baioconodon","42198","Arctocyonidae","Gazin","1941","51794","extinct","55","72.2","66","63.4","60.9","Maastrichtian","Selandian","8","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","Baioconodon denverensis","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"51288","44412","txn","","","Baioconodon wovokae","(Van Valen 1978)","","","51288","species","Baioconodon wovokae","42899","Baioconodon","Van Valen","1978","3485","extinct","1","66","63.4","66","63.4","Danian","","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"47793","44411","txn","","","Baioconodon nordicus","(Jepsen 1930)","","","47793","species","Baioconodon nordicus","42899","Baioconodon","Jepsen","1930","2024","extinct","36","72.2","66","66","63.4","Maastrichtian","Danian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"51286","51286","txn","","","Ragnarok harbichti","(Van Valen 1978)","","subjective synonym of","47793","species","Baioconodon nordicus","42899","Baioconodon","Van Valen","1978","3485","extinct","36","72.2","66","66","63.4","Maastrichtian","Danian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"44410","44410","txn","","","Baioconodon middletoni","Eberle and Lillegraven 1998","","","44410","species","Baioconodon middletoni","42899","Baioconodon","Eberle and Lillegraven","1998","1420","extinct","1","66","63.4","66","63.4","Danian","","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"51285","44408","txn","","","Baioconodon engdahli","(Archibald 1982)","","","51285","species","Baioconodon engdahli","42899","Baioconodon","Archibald","1982","960","extinct","5","66","63.4","66","63.4","Danian","","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"91644","91644","txn","","","Baioconodon cannoni","Middleton and Dewar 2004","","","91644","species","Baioconodon cannoni","42899","Baioconodon","Middleton and Dewar","2004","19561","extinct","0","","","","","","","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"51284","51284","txn","","","Ragnarok","Van Valen 1978","","subjective synonym of","42899","genus","Baioconodon","42198","Arctocyonidae","Van Valen","1978","3485","extinct","55","72.2","66","63.4","60.9","Maastrichtian","Selandian","8","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","Ragnarok harbichti","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"80647","80647","txn","","","Baioconodon jeffersonensis","Eberle 2003","","","80647","species","Baioconodon jeffersonensis","42899","Baioconodon","Eberle","2003","17228","extinct","0","","","","","","","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"44407","44407","txn","","","Baioconodon denverensis","Gazin 1941","","","44407","species","Baioconodon denverensis","42899","Baioconodon","Gazin","1941","51794","extinct","6","66","63.4","66","63.4","Danian","","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42206","42206","txn","","","Deuterogonodon","Simpson 1935","","","42206","genus","Deuterogonodon","42198","Arctocyonidae","Simpson","1935","3140","extinct","6","63.4","60.9","63.4","60.9","Danian","Selandian","3","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Deuterogonodon","Deuterogonodon montanus","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"45615","45615","txn","","","Deuterogonodon noletil","Van Valen 1978","","","45615","species","Deuterogonodon noletil","42206","Deuterogonodon","Van Valen","1978","3485","extinct","4","63.4","60.9","63.4","60.9","Danian","Selandian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Deuterogonodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"45614","45614","txn","","","Deuterogonodon montanus","Gidley 1935","","","45614","species","Deuterogonodon montanus","42206","Deuterogonodon","Alroy","2002","6294","extinct","1","63.4","60.9","63.4","60.9","Danian","Selandian","1","0","Chordata","Mammalia","Procreodi","Arctocyonidae","Deuterogonodon","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"80646","80646","txn","","","Loxolophinae","Van Valen 1978","","","80646","subfamily","Loxolophinae","42198","Arctocyonidae","Eberle","2003","17228","extinct","16","66","63.4","60.9","57.5","Danian","Thanetian","6","0","Chordata","Mammalia","Procreodi","Arctocyonidae","","","terrestrial","Eutheria","actively mobile","Osteichthyes","ground dwelling","Arctocyonidae","","omnivore","Arctocyonidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
